Sex,Age,Region,Value
Females,30 - 34,Myrtleford,83
Males,30 - 34,Towong,106
Females,30 - 34,Towong,130
Males,30 - 34,West Wodonga,448
Females,30 - 34,West Wodonga,530
Males,30 - 34,Wodonga,789
Females,30 - 34,Wodonga,880
Males,30 - 34,Yackandandah,81
Females,30 - 34,Yackandandah,92
Males,30 - 34,Drouin,503
Females,30 - 34,Drouin,527
Males,30 - 34,Mount Baw Baw Region,111
Females,30 - 34,Mount Baw Baw Region,117
Males,30 - 34,Trafalgar (Vic.),195
Females,30 - 34,Trafalgar (Vic.),235
Males,30 - 34,Warragul,492
Females,30 - 34,Warragul,509
Males,30 - 34,Alps - East,0
Females,30 - 34,Alps - East,0
Males,30 - 34,Bairnsdale,401
Females,30 - 34,Bairnsdale,394
Males,30 - 34,Bruthen - Omeo,173
Females,30 - 34,Bruthen - Omeo,183
Males,30 - 34,Lake King,0
Females,30 - 34,Lake King,0
Males,30 - 34,Lakes Entrance,189
Females,30 - 34,Lakes Entrance,203
Males,30 - 34,Orbost,108
Females,30 - 34,Orbost,129
Males,30 - 34,Paynesville,81
Females,30 - 34,Paynesville,107
Males,30 - 34,Foster,167
Females,30 - 34,Foster,168
Males,30 - 34,French Island,0
Females,30 - 34,French Island,3
Males,30 - 34,Korumburra,194
Females,30 - 34,Korumburra,247
Males,30 - 34,Leongatha,257
Females,30 - 34,Leongatha,303
Males,30 - 34,Phillip Island,233
Females,30 - 34,Phillip Island,268
Males,30 - 34,Wilsons Promontory,0
Females,30 - 34,Wilsons Promontory,0
Males,30 - 34,Wonthaggi - Inverloch,500
Females,30 - 34,Wonthaggi - Inverloch,541
Males,30 - 34,Churchill,299
Females,30 - 34,Churchill,326
Males,30 - 34,Moe - Newborough,450
Females,30 - 34,Moe - Newborough,486
Males,30 - 34,Morwell,374
Females,30 - 34,Morwell,402
Males,30 - 34,Traralgon,870
Females,30 - 34,Traralgon,1005
Males,30 - 34,Yallourn North - Glengarry,139
Females,30 - 34,Yallourn North - Glengarry,121
Males,30 - 34,Alps - West,0
Females,30 - 34,Alps - West,0
Males,30 - 34,Longford - Loch Sport,110
Females,30 - 34,Longford - Loch Sport,87
Males,30 - 34,Maffra,370
Females,30 - 34,Maffra,423
Males,30 - 34,Rosedale,257
Females,30 - 34,Rosedale,131
Males,30 - 34,Sale,467
Females,30 - 34,Sale,481
Males,30 - 34,Yarram,106
Females,30 - 34,Yarram,127
Males,30 - 34,Ararat,277
Females,30 - 34,Ararat,178
Males,30 - 34,Ararat Region,80
Females,30 - 34,Ararat Region,77
Males,30 - 34,Horsham,458
Females,30 - 34,Horsham,514
Males,30 - 34,Horsham Region,80
Females,30 - 34,Horsham Region,74
Males,30 - 34,Nhill Region,150
Females,30 - 34,Nhill Region,174
Males,30 - 34,St Arnaud,60
Females,30 - 34,St Arnaud,63
Males,30 - 34,Stawell,179
Females,30 - 34,Stawell,180
Males,30 - 34,West Wimmera,55
Females,30 - 34,West Wimmera,65
Males,30 - 34,Yarriambiack,147
Females,30 - 34,Yarriambiack,124
Males,30 - 34,Irymple,177
Females,30 - 34,Irymple,167
Males,30 - 34,Merbein,92
Females,30 - 34,Merbein,131
Males,30 - 34,Mildura Region,84
Females,30 - 34,Mildura Region,94
Males,30 - 34,Red Cliffs,165
Females,30 - 34,Red Cliffs,173
Males,30 - 34,Mildura - North,593
Females,30 - 34,Mildura - North,579
Males,30 - 34,Mildura - South,403
Females,30 - 34,Mildura - South,476
Males,30 - 34,Buloke,107
Females,30 - 34,Buloke,108
Males,30 - 34,Gannawarra,121
Females,30 - 34,Gannawarra,143
Males,30 - 34,Kerang,93
Females,30 - 34,Kerang,103
Males,30 - 34,Robinvale,136
Females,30 - 34,Robinvale,112
Males,30 - 34,Swan Hill,328
Females,30 - 34,Swan Hill,347
Males,30 - 34,Swan Hill Region,174
Females,30 - 34,Swan Hill Region,154
Males,30 - 34,Echuca,371
Females,30 - 34,Echuca,387
Males,30 - 34,Kyabram,260
Females,30 - 34,Kyabram,286
Males,30 - 34,Lockington - Gunbower,83
Females,30 - 34,Lockington - Gunbower,79
Males,30 - 34,Rochester,78
Females,30 - 34,Rochester,92
Males,30 - 34,Rushworth,68
Females,30 - 34,Rushworth,71
Males,30 - 34,Cobram,168
Females,30 - 34,Cobram,148
Males,30 - 34,Moira,60
Females,30 - 34,Moira,64
Males,30 - 34,Numurkah,269
Females,30 - 34,Numurkah,307
Males,30 - 34,Yarrawonga,159
Females,30 - 34,Yarrawonga,190
Males,30 - 34,Mooroopna,213
Females,30 - 34,Mooroopna,253
Males,30 - 34,Shepparton - North,595
Females,30 - 34,Shepparton - North,622
Males,30 - 34,Shepparton - South,736
Females,30 - 34,Shepparton - South,766
Males,30 - 34,Shepparton Region - East,84
Females,30 - 34,Shepparton Region - East,91
Males,30 - 34,Shepparton Region - West,302
Females,30 - 34,Shepparton Region - West,230
Males,30 - 34,Glenelg (Vic.),159
Females,30 - 34,Glenelg (Vic.),177
Males,30 - 34,Hamilton (Vic.),236
Females,30 - 34,Hamilton (Vic.),264
Males,30 - 34,Portland,264
Females,30 - 34,Portland,296
Males,30 - 34,Southern Grampians,124
Females,30 - 34,Southern Grampians,154
Males,30 - 34,Camperdown,68
Females,30 - 34,Camperdown,78
Males,30 - 34,Colac,344
Females,30 - 34,Colac,323
Males,30 - 34,Colac Region,146
Females,30 - 34,Colac Region,128
Males,30 - 34,Corangamite - North,90
Females,30 - 34,Corangamite - North,126
Males,30 - 34,Corangamite - South,152
Females,30 - 34,Corangamite - South,162
Males,30 - 34,Otway,67
Females,30 - 34,Otway,86
Males,30 - 34,Moyne - East,152
Females,30 - 34,Moyne - East,164
Males,30 - 34,Moyne - West,206
Females,30 - 34,Moyne - West,237
Males,30 - 34,Warrnambool - North,588
Females,30 - 34,Warrnambool - North,639
Males,30 - 34,Warrnambool - South,344
Females,30 - 34,Warrnambool - South,366
Males,30 - 34,Migratory - Offshore - Shipping (Vic.),4
Females,30 - 34,Migratory - Offshore - Shipping (Vic.),0
Males,30 - 34,No usual address (Vic.),513
Females,30 - 34,No usual address (Vic.),345
Males,35 - 39,Brunswick,1300
Females,35 - 39,Brunswick,1255
Males,35 - 39,Brunswick East,565
Females,35 - 39,Brunswick East,594
Males,35 - 39,Brunswick West,618
Females,35 - 39,Brunswick West,612
Males,35 - 39,Coburg,1139
Females,35 - 39,Coburg,1119
Males,35 - 39,Pascoe Vale South,364
Females,35 - 39,Pascoe Vale South,406
Males,35 - 39,Alphington - Fairfield,309
Females,35 - 39,Alphington - Fairfield,353
Males,35 - 39,Northcote,1003
Females,35 - 39,Northcote,1113
Males,35 - 39,Thornbury,809
Females,35 - 39,Thornbury,963
Males,35 - 39,Ascot Vale,592
Females,35 - 39,Ascot Vale,625
Males,35 - 39,Essendon - Aberfeldie,854
Females,35 - 39,Essendon - Aberfeldie,890
Males,35 - 39,Flemington,402
Females,35 - 39,Flemington,461
Males,35 - 39,Moonee Ponds,535
Females,35 - 39,Moonee Ponds,564
Males,35 - 39,Carlton,471
Females,35 - 39,Carlton,448
Males,35 - 39,Docklands,541
Females,35 - 39,Docklands,413
Males,35 - 39,East Melbourne,236
Females,35 - 39,East Melbourne,207
Males,35 - 39,Flemington Racecourse,12
Females,35 - 39,Flemington Racecourse,5
Males,35 - 39,Kensington (Vic.),579
Females,35 - 39,Kensington (Vic.),538
Males,35 - 39,Melbourne,1260
Females,35 - 39,Melbourne,1028
Males,35 - 39,North Melbourne,828
Females,35 - 39,North Melbourne,722
Males,35 - 39,Parkville,178
Females,35 - 39,Parkville,182
Males,35 - 39,South Yarra - West,222
Females,35 - 39,South Yarra - West,227
Males,35 - 39,Southbank,986
Females,35 - 39,Southbank,749
Males,35 - 39,West Melbourne,0
Females,35 - 39,West Melbourne,0
Males,35 - 39,Albert Park,643
Females,35 - 39,Albert Park,643
Males,35 - 39,Elwood,759
Females,35 - 39,Elwood,882
Males,35 - 39,Port Melbourne,772
Females,35 - 39,Port Melbourne,840
Males,35 - 39,Port Melbourne Industrial,4
Females,35 - 39,Port Melbourne Industrial,0
Males,35 - 39,South Melbourne,532
Females,35 - 39,South Melbourne,531
Males,35 - 39,St Kilda,1401
Females,35 - 39,St Kilda,1259
Males,35 - 39,St Kilda East,859
Females,35 - 39,St Kilda East,828
Males,35 - 39,Armadale,337
Females,35 - 39,Armadale,378
Males,35 - 39,Prahran - Windsor,985
Females,35 - 39,Prahran - Windsor,851
Males,35 - 39,South Yarra - East,928
Females,35 - 39,South Yarra - East,867
Males,35 - 39,Toorak,323
Females,35 - 39,Toorak,366
Males,35 - 39,Abbotsford,452
Females,35 - 39,Abbotsford,340
Males,35 - 39,Carlton North - Princes Hill,293
Females,35 - 39,Carlton North - Princes Hill,338
Males,35 - 39,Collingwood,477
Females,35 - 39,Collingwood,408
Males,35 - 39,Fitzroy,519
Females,35 - 39,Fitzroy,483
Males,35 - 39,Fitzroy North,547
Females,35 - 39,Fitzroy North,601
Males,35 - 39,Richmond (Vic.),1475
Females,35 - 39,Richmond (Vic.),1400
Males,35 - 39,Yarra - North,383
Females,35 - 39,Yarra - North,399
Males,35 - 39,Ashburton (Vic.),238
Females,35 - 39,Ashburton (Vic.),263
Males,35 - 39,Balwyn,308
Females,35 - 39,Balwyn,424
Males,35 - 39,Balwyn North,407
Females,35 - 39,Balwyn North,495
Males,35 - 39,Camberwell,542
Females,35 - 39,Camberwell,586
Males,35 - 39,Glen Iris - East,469
Females,35 - 39,Glen Iris - East,497
Males,35 - 39,Hawthorn,842
Females,35 - 39,Hawthorn,934
Males,35 - 39,Hawthorn East,563
Females,35 - 39,Hawthorn East,620
Males,35 - 39,Kew,673
Females,35 - 39,Kew,774
Males,35 - 39,Kew East,160
Females,35 - 39,Kew East,188
Males,35 - 39,Surrey Hills (West) - Canterbury,360
Females,35 - 39,Surrey Hills (West) - Canterbury,423
Males,35 - 39,Bulleen,321
Females,35 - 39,Bulleen,338
Males,35 - 39,Doncaster,604
Females,35 - 39,Doncaster,602
Males,35 - 39,Templestowe,388
Females,35 - 39,Templestowe,467
Males,35 - 39,Templestowe Lower,384
Females,35 - 39,Templestowe Lower,438
Males,35 - 39,Doncaster East (North),397
Females,35 - 39,Doncaster East (North),438
Males,35 - 39,Doncaster East (South),493
Females,35 - 39,Doncaster East (South),535
Males,35 - 39,Blackburn,681
Females,35 - 39,Blackburn,752
Males,35 - 39,Blackburn South,281
Females,35 - 39,Blackburn South,345
Males,35 - 39,Box Hill,611
Females,35 - 39,Box Hill,600
Males,35 - 39,Box Hill North,562
Females,35 - 39,Box Hill North,593
Males,35 - 39,Burwood,257
Females,35 - 39,Burwood,259
Males,35 - 39,Burwood East,291
Females,35 - 39,Burwood East,303
Males,35 - 39,Surrey Hills (East) - Mont Albert,274
Females,35 - 39,Surrey Hills (East) - Mont Albert,335
Males,35 - 39,Beaumaris,251
Females,35 - 39,Beaumaris,325
Males,35 - 39,Brighton (Vic.),532
Females,35 - 39,Brighton (Vic.),624
Males,35 - 39,Brighton East,401
Females,35 - 39,Brighton East,427
Males,35 - 39,Cheltenham - Highett (West),390
Females,35 - 39,Cheltenham - Highett (West),419
Males,35 - 39,Hampton,499
Females,35 - 39,Hampton,560
Males,35 - 39,Sandringham - Black Rock,379
Females,35 - 39,Sandringham - Black Rock,457
Males,35 - 39,Bentleigh - McKinnon,616
Females,35 - 39,Bentleigh - McKinnon,690
Males,35 - 39,Carnegie,768
Females,35 - 39,Carnegie,680
Males,35 - 39,Caulfield - North,691
Females,35 - 39,Caulfield - North,705
Males,35 - 39,Caulfield - South,550
Females,35 - 39,Caulfield - South,613
Males,35 - 39,Elsternwick,410
Females,35 - 39,Elsternwick,422
Males,35 - 39,Hughesdale,284
Females,35 - 39,Hughesdale,276
Males,35 - 39,Murrumbeena,384
Females,35 - 39,Murrumbeena,356
Males,35 - 39,Ormond - Glen Huntly,536
Females,35 - 39,Ormond - Glen Huntly,471
Males,35 - 39,Bentleigh East (North),518
Females,35 - 39,Bentleigh East (North),559
Males,35 - 39,Bentleigh East (South),461
Females,35 - 39,Bentleigh East (South),502
Males,35 - 39,Aspendale Gardens - Waterways,265
Females,35 - 39,Aspendale Gardens - Waterways,316
Males,35 - 39,Braeside,3
Females,35 - 39,Braeside,0
Males,35 - 39,Carrum - Patterson Lakes,389
Females,35 - 39,Carrum - Patterson Lakes,398
Males,35 - 39,Chelsea - Bonbeach,599
Females,35 - 39,Chelsea - Bonbeach,632
Males,35 - 39,Chelsea Heights,181
Females,35 - 39,Chelsea Heights,194
Males,35 - 39,Cheltenham - Highett (East),805
Females,35 - 39,Cheltenham - Highett (East),903
Males,35 - 39,Edithvale - Aspendale,445
Females,35 - 39,Edithvale - Aspendale,511
Males,35 - 39,Mentone,428
Females,35 - 39,Mentone,470
Males,35 - 39,Moorabbin - Heatherton,350
Females,35 - 39,Moorabbin - Heatherton,359
Males,35 - 39,Moorabbin Airport,0
Females,35 - 39,Moorabbin Airport,0
Males,35 - 39,Mordialloc - Parkdale,690
Females,35 - 39,Mordialloc - Parkdale,721
Males,35 - 39,Malvern - Glen Iris,649
Females,35 - 39,Malvern - Glen Iris,674
Males,35 - 39,Malvern East,631
Females,35 - 39,Malvern East,692
Males,35 - 39,Bundoora - East,296
Females,35 - 39,Bundoora - East,279
Males,35 - 39,Greensborough,691
Females,35 - 39,Greensborough,732
Males,35 - 39,Heidelberg - Rosanna,523
Females,35 - 39,Heidelberg - Rosanna,610
Males,35 - 39,Heidelberg West,527
Females,35 - 39,Heidelberg West,550
Males,35 - 39,Ivanhoe,412
Females,35 - 39,Ivanhoe,414
Males,35 - 39,Ivanhoe East - Eaglemont,170
Females,35 - 39,Ivanhoe East - Eaglemont,178
Males,35 - 39,Montmorency - Briar Hill,541
Females,35 - 39,Montmorency - Briar Hill,648
Males,35 - 39,Viewbank - Yallambie,654
Females,35 - 39,Viewbank - Yallambie,656
Males,35 - 39,Watsonia,374
Females,35 - 39,Watsonia,346
Males,35 - 39,Kingsbury,287
Females,35 - 39,Kingsbury,292
Males,35 - 39,Reservoir - East,1042
Females,35 - 39,Reservoir - East,1050
Males,35 - 39,Reservoir - West,931
Females,35 - 39,Reservoir - West,972
Males,35 - 39,Preston - East,890
Females,35 - 39,Preston - East,899
Males,35 - 39,Preston - West,475
Females,35 - 39,Preston - West,539
Males,35 - 39,Eltham,568
Females,35 - 39,Eltham,696
Males,35 - 39,Hurstbridge,113
Females,35 - 39,Hurstbridge,132
Males,35 - 39,Kinglake,124
Females,35 - 39,Kinglake,136
Males,35 - 39,Panton Hill - St Andrews,101
Females,35 - 39,Panton Hill - St Andrews,117
Males,35 - 39,Plenty - Yarrambat,264
Females,35 - 39,Plenty - Yarrambat,297
Males,35 - 39,Research - North Warrandyte,172
Females,35 - 39,Research - North Warrandyte,189
Males,35 - 39,Wattle Glen - Diamond Creek,369
Females,35 - 39,Wattle Glen - Diamond Creek,397
Males,35 - 39,Bundoora - North,216
Females,35 - 39,Bundoora - North,230
Males,35 - 39,Bundoora - West,180
Females,35 - 39,Bundoora - West,173
Males,35 - 39,Lalor,850
Females,35 - 39,Lalor,809
Males,35 - 39,Mill Park - North,487
Females,35 - 39,Mill Park - North,525
Males,35 - 39,Mill Park - South,350
Females,35 - 39,Mill Park - South,363
Males,35 - 39,Thomastown,689
Females,35 - 39,Thomastown,662
Males,35 - 39,Wallan,524
Females,35 - 39,Wallan,600
Males,35 - 39,Whittlesea,208
Females,35 - 39,Whittlesea,220
Males,35 - 39,Doreen,1039
Females,35 - 39,Doreen,1037
Males,35 - 39,Epping - East,498
Females,35 - 39,Epping - East,440
Males,35 - 39,Epping - South,311
Females,35 - 39,Epping - South,289
Males,35 - 39,Epping - West,612
Females,35 - 39,Epping - West,591
Males,35 - 39,Mernda,779
Females,35 - 39,Mernda,831
Males,35 - 39,South Morang (North),595
Females,35 - 39,South Morang (North),636
Males,35 - 39,South Morang (South),449
Females,35 - 39,South Morang (South),469
Males,35 - 39,Wollert,563
Females,35 - 39,Wollert,447
Males,35 - 39,Airport West,296
Females,35 - 39,Airport West,296
Males,35 - 39,Essendon Airport,0
Females,35 - 39,Essendon Airport,0
Males,35 - 39,Keilor,263
Females,35 - 39,Keilor,253
Males,35 - 39,Keilor East,815
Females,35 - 39,Keilor East,842
Males,35 - 39,Niddrie - Essendon West,235
Females,35 - 39,Niddrie - Essendon West,258
Males,35 - 39,Strathmore,265
Females,35 - 39,Strathmore,315
Males,35 - 39,Gisborne,389
Females,35 - 39,Gisborne,462
Males,35 - 39,Macedon,91
Females,35 - 39,Macedon,83
Males,35 - 39,Riddells Creek,107
Females,35 - 39,Riddells Creek,114
Males,35 - 39,Romsey,239
Females,35 - 39,Romsey,287
Males,35 - 39,Coburg North,321
Females,35 - 39,Coburg North,319
Males,35 - 39,Fawkner,536
Females,35 - 39,Fawkner,477
Males,35 - 39,Pascoe Vale,1047
Females,35 - 39,Pascoe Vale,1024
Males,35 - 39,Glenroy,934
Females,35 - 39,Glenroy,850
Males,35 - 39,Gowanbrae,136
Females,35 - 39,Gowanbrae,132
Males,35 - 39,Hadfield,183
Females,35 - 39,Hadfield,177
Males,35 - 39,Sunbury,357
Females,35 - 39,Sunbury,406
Males,35 - 39,Sunbury - South,834
Females,35 - 39,Sunbury - South,922
Males,35 - 39,Broadmeadows,439
Females,35 - 39,Broadmeadows,418
Males,35 - 39,Campbellfield - Coolaroo,516
Females,35 - 39,Campbellfield - Coolaroo,464
Males,35 - 39,Gladstone Park - Westmeadows,540
Females,35 - 39,Gladstone Park - Westmeadows,519
Males,35 - 39,Greenvale - Bulla,474
Females,35 - 39,Greenvale - Bulla,496
Males,35 - 39,Meadow Heights,462
Females,35 - 39,Meadow Heights,499
Males,35 - 39,Melbourne Airport,14
Females,35 - 39,Melbourne Airport,8
Males,35 - 39,Roxburgh Park - Somerton,707
Females,35 - 39,Roxburgh Park - Somerton,809
Males,35 - 39,Tullamarine,237
Females,35 - 39,Tullamarine,232
Males,35 - 39,Craigieburn - Central,322
Females,35 - 39,Craigieburn - Central,296
Males,35 - 39,Craigieburn - North,603
Females,35 - 39,Craigieburn - North,624
Males,35 - 39,Craigieburn - South,683
Females,35 - 39,Craigieburn - South,651
Males,35 - 39,Craigieburn - West,827
Females,35 - 39,Craigieburn - West,687
Males,35 - 39,Mickleham - Yuroke,137
Females,35 - 39,Mickleham - Yuroke,129
Males,35 - 39,Bayswater,478
Females,35 - 39,Bayswater,448
Males,35 - 39,Knoxfield - Scoresby,567
Females,35 - 39,Knoxfield - Scoresby,548
Males,35 - 39,Lysterfield,154
Females,35 - 39,Lysterfield,181
Males,35 - 39,Rowville - Central,463
Females,35 - 39,Rowville - Central,497
Males,35 - 39,Rowville - North,254
Females,35 - 39,Rowville - North,266
Males,35 - 39,Rowville - South,300
Females,35 - 39,Rowville - South,314
Males,35 - 39,Wantirna,463
Females,35 - 39,Wantirna,464
Males,35 - 39,Wantirna South,464
Females,35 - 39,Wantirna South,511
Males,35 - 39,Boronia,749
Females,35 - 39,Boronia,855
Males,35 - 39,Ferntree Gully (North),529
Females,35 - 39,Ferntree Gully (North),485
Males,35 - 39,Ferntree Gully (South) - Upper Ferntree Gully,486
Females,35 - 39,Ferntree Gully (South) - Upper Ferntree Gully,518
Males,35 - 39,The Basin,156
Females,35 - 39,The Basin,140
Males,35 - 39,Donvale - Park Orchards,387
Females,35 - 39,Donvale - Park Orchards,429
Males,35 - 39,Warrandyte - Wonga Park,167
Females,35 - 39,Warrandyte - Wonga Park,235
Males,35 - 39,Bayswater North,405
Females,35 - 39,Bayswater North,407
Males,35 - 39,Croydon Hills - Warranwood,493
Females,35 - 39,Croydon Hills - Warranwood,547
Males,35 - 39,Ringwood,716
Females,35 - 39,Ringwood,672
Males,35 - 39,Ringwood East,733
Females,35 - 39,Ringwood East,741
Males,35 - 39,Ringwood North,281
Females,35 - 39,Ringwood North,302
Males,35 - 39,Croydon - East,596
Females,35 - 39,Croydon - East,578
Males,35 - 39,Croydon - West,451
Females,35 - 39,Croydon - West,411
Males,35 - 39,Croydon South,187
Females,35 - 39,Croydon South,194
Males,35 - 39,Forest Hill,377
Females,35 - 39,Forest Hill,383
Males,35 - 39,Mitcham (Vic.),612
Females,35 - 39,Mitcham (Vic.),664
Males,35 - 39,Nunawading,463
Females,35 - 39,Nunawading,477
Males,35 - 39,Vermont,367
Females,35 - 39,Vermont,401
Males,35 - 39,Vermont South,288
Females,35 - 39,Vermont South,325
Males,35 - 39,Belgrave - Selby,314
Females,35 - 39,Belgrave - Selby,379
Males,35 - 39,Chirnside Park,304
Females,35 - 39,Chirnside Park,268
Males,35 - 39,Healesville - Yarra Glen,363
Females,35 - 39,Healesville - Yarra Glen,409
Males,35 - 39,Kilsyth,273
Females,35 - 39,Kilsyth,300
Males,35 - 39,Lilydale - Coldstream,563
Females,35 - 39,Lilydale - Coldstream,591
Males,35 - 39,Monbulk - Silvan,165
Females,35 - 39,Monbulk - Silvan,156
Males,35 - 39,Montrose,208
Females,35 - 39,Montrose,210
Males,35 - 39,Mooroolbark,767
Females,35 - 39,Mooroolbark,737
Males,35 - 39,Mount Dandenong - Olinda,264
Females,35 - 39,Mount Dandenong - Olinda,307
Males,35 - 39,Mount Evelyn,325
Females,35 - 39,Mount Evelyn,309
Males,35 - 39,Upwey - Tecoma,326
Females,35 - 39,Upwey - Tecoma,355
Males,35 - 39,Wandin - Seville,234
Females,35 - 39,Wandin - Seville,227
Males,35 - 39,Yarra Valley,416
Females,35 - 39,Yarra Valley,460
Males,35 - 39,Beaconsfield - Officer,431
Females,35 - 39,Beaconsfield - Officer,461
Males,35 - 39,Bunyip - Garfield,227
Females,35 - 39,Bunyip - Garfield,222
Males,35 - 39,Emerald - Cockatoo,522
Females,35 - 39,Emerald - Cockatoo,585
Males,35 - 39,Koo Wee Rup,228
Females,35 - 39,Koo Wee Rup,219
Males,35 - 39,Pakenham - North,700
Females,35 - 39,Pakenham - North,702
Males,35 - 39,Pakenham - South,1126
Females,35 - 39,Pakenham - South,1145
Males,35 - 39,Berwick - North,649
Females,35 - 39,Berwick - North,680
Males,35 - 39,Berwick - South,1036
Females,35 - 39,Berwick - South,1202
Males,35 - 39,Doveton,490
Females,35 - 39,Doveton,365
Males,35 - 39,Hallam,386
Females,35 - 39,Hallam,347
Males,35 - 39,Narre Warren North,159
Females,35 - 39,Narre Warren North,186
Males,35 - 39,Endeavour Hills - North,382
Females,35 - 39,Endeavour Hills - North,396
Males,35 - 39,Endeavour Hills - South,404
Females,35 - 39,Endeavour Hills - South,412
Males,35 - 39,Narre Warren - North East,429
